#Description,Solar s-process contribution as a fraction of the isotope abundance (relative to L09),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Reference,Bisterzo et al 2011. The s-process in low-metallicity stars II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63Cu,65Cu,64Zn,66Zn,67Zn,68Zn,70Zn,69Ga,71Ga,70Ge,72Ge,73Ge,74Ge,76Ge,75As,74Se,76Se,77Se,78Se,80Se,82Se,79Br,81Br,78Kr,80Kr,82Kr,83Kr,84Kr,86Kr,85Rb,87Rb,84Sr,86Sr,87Sr,88Sr,89Y,90Zr,91Zr,92Zr,94Zr,96Zr,93Nb,92Mo,94Mo,95Mo,96Mo,97Mo,98Mo,100Mo,96Ru,98Ru,99Ru,100Ru,101Ru,102Ru,104Ru,103Rh,102Pd,104Pd,105Pd,106Pd,108Pd,110Pd,107Ag,109Ag,106Cd,108Cd,110Cd,111Cd,112Cd,113Cd,114Cd,116Cd,113In,115In,112Sn,114Sn,115Sn,116Sn,117Sn,118Sn,119Sn,120Sn,122Sn,124Sn,121Sb,123Sb,120Te,122Te,123Te,124Te,125Te,126Te,128Te,130Te,127I,124Xe,126Xe,128Xe,129Xe,130Xe,131Xe,132Xe,134Xe,136Xe,133Cs,130Ba,132Ba,134Ba,135Ba,136Ba,137Ba,138Ba,138La,139La,136Ce,138Ce,140Ce,142Ce,141Pr,142Nd,143Nd,144Nd,145Nd,146Nd,148Nd,150Nd,144Sm,147Sm,148Sm,149Sm,150Sm,152Sm,154Sm,151Eu,153Eu,152Gd,154Gd,155Gd,156Gd,157Gd,158Gd,160Gd,159Tb,156Dy,158Dy,160Dy,161Dy,162Dy,163Dy,164Dy,165Ho,162Er,164Er,166Er,167Er,168Er,170Er,169Tm,168Yb,170Yb,171Yb,172Yb,173Yb,174Yb,176Yb,175Lu,176Lu,174Hf,176Hf,177Hf,178Hf,179Hf,180Hf,180Ta,181Ta,180W,182W,183W,184W,186W,185Re,187Re,184Os,186Os,187Os,188Os,189Os,190Os,192Os,191Ir,193Ir,190Pt,192Pt,194Pt,195Pt,196Pt,198Pt,197Au,196Hg,198Hg,199Hg,200Hg,201Hg,202Hg,204Hg,203Tl,205Tl,204Pb,206Pb,207Pb,208Pb,209Bi
0.007,0.019,0.001,0.009,0.014,0.021,0.002,0.035,0.057,0.057,0.075,0.074,0.089,0.001,0.062,0,0.134,0.065,0.147,0.086,0.001,0.086,0.108,0,0.079,0.238,0.09,0.117,0.162,0.183,0.293,0,0.592,0.547,1.06,1.03,0.848,1.055,1.005,1.255,0.513,0.856,0,0.009,0.696,1.199,0.637,0.822,0.045,0,0,0.331,1.099,0.177,0.5,0.025,0.152,0,1.216,0.157,0.584,0.746,0.03,0.166,0.281,0,0.004,1.151,0.38,0.748,0.432,0.898,0.17,0,0.443,0,0,0.028,0.962,0.569,0.806,0.653,0.845,0.466,0,0.414,0.065,0,0.972,0.973,1.003,0.222,0.449,0.038,0,0.047,0,0,0.811,0.028,0.881,0.067,0.271,0.036,0,0.156,0,0,1.125,0.302,1.137,0.673,0.942,0,0.71,0,0,0.895,0.193,0.517,0.976,0.327,0.522,0.263,0.655,0.192,0,0,0.262,1.022,0.126,1,0.231,0.027,0.06,0.059,0.705,0.88,0.057,0.169,0.106,0.271,0.006,0.084,0,0,0.913,0.052,0.16,0.043,0.23,0.081,0,0.745,0.159,0.092,0.286,0.123,0.122,0,0.906,0.209,0.439,0.269,0.605,0.082,0.178,1.012,0,0.973,0.172,0.585,0.41,0.888,0.755,0.465,0.051,0.606,0.579,0.778,0.585,0.274,0.1,0,1.116,0.399,0.296,0.045,0.146,0.035,0.02,0.013,0,0.871,0.066,0.026,0.132,0,0.059,0,0.826,0.217,0.524,0.397,0.653,0.08,0.831,0.628,0.967,0.666,0.578,0.416,0.063
