#Description,The relative fraction of each isotope 4.56 Ga ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Reference,"Table 10: atom% in Lodders, K., Palme H., & Gail, H.P. 2009, Abundances of the elements in the solar system. In Landolt- B‰rnstein, New Series, Vol. VI/4B, Chap. 4.4, J.E. Tr√ºmper (ed.), Berlin, Heidelberg, New York: Springer-Verlag, p. 560-630.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1H,2H,3He,4He,6Li,7Li,9Be,10B,11B,12C,13C,14N,15N,16O,17O,18O,19F,20Ne,21Ne,22Ne,23Na,24Mg,25Mg,26Mg,27Al,28Si,29Si,30Si,31P,32S,33S,34S,36S,35Cl,37Cl,36Ar,38Ar,40Ar,39K,40K,41K,40Ca,42Ca,43Ca,44Ca,46Ca,48Ca,45Sc,46Ti,47Ti,48Ti,49Ti,50Ti,50V,51V,50Cr,52Cr,53Cr,54Cr,55Mn,54Fe,56Fe,57Fe,58Fe,59Co,58Ni,60Ni,61Ni,62Ni,64Ni,63Cu,65Cu,64Zn,66Zn,67Zn,68Zn,70Zn,69Ga,71Ga,70Ge,72Ge,73Ge,74Ge,76Ge,75As,74Se,76Se,77Se,78Se,80Se,82Se,79Br,81Br,78Kr,80Kr,82Kr,83Kr,84Kr,86Kr,85Rb,87Rb,84Sr,86Sr,87Sr,88Sr,89Y,90Zr,91Zr,92Zr,94Zr,96Zr,93Nb,92Mo,94Mo,95Mo,96Mo,97Mo,98Mo,100Mo,96Ru,98Ru,99Ru,100Ru,101Ru,102Ru,104Ru,103Rh,102Pd,104Pd,105Pd,106Pd,108Pd,110Pd,107Ag,109Ag,106Cd,108Cd,110Cd,111Cd,112Cd,113Cd,114Cd,116Cd,113In,115In,112Sn,114Sn,115Sn,116Sn,117Sn,118Sn,119Sn,120Sn,122Sn,124Sn,121Sb,123Sb,120Te,122Te,123Te,124Te,125Te,126Te,128Te,130Te,127I,124Xe,126Xe,128Xe,129Xe,130Xe,131Xe,132Xe,134Xe,136Xe,133Cs,130Ba,132Ba,134Ba,135Ba,136Ba,137Ba,138Ba,138La,139La,136Ce,138Ce,140Ce,142Ce,141Pr,142Nd,143Nd,144Nd,145Nd,146Nd,148Nd,150Nd,144Sm,147Sm,148Sm,149Sm,150Sm,152Sm,154Sm,151Eu,153Eu,152Gd,154Gd,155Gd,156Gd,157Gd,158Gd,160Gd,159Tb,156Dy,158Dy,160Dy,161Dy,162Dy,163Dy,164Dy,165Ho,162Er,164Er,166Er,167Er,168Er,170Er,169Tm,168Yb,170Yb,171Yb,172Yb,173Yb,174Yb,176Yb,175Lu,176Lu,174Hf,176Hf,177Hf,178Hf,179Hf,180Hf,180Ta,181Ta,180W,182W,183W,184W,186W,185Re,187Re,184Os,186Os,187Os,188Os,189Os,190Os,192Os,191Ir,193Ir,190Pt,192Pt,194Pt,195Pt,196Pt,198Pt,197Au,196Hg,198Hg,199Hg,200Hg,201Hg,202Hg,204Hg,203Tl,205Tl,204Pb,206Pb,207Pb,208Pb,209Bi,232Th,234U,235U,238U
0.999981,1.94E-05,0.000166,0.999834,0.07589,0.92411,1,0.1982,0.8018,0.98889,0.01111,0.99634,0.00366,0.99763,0.00037,0.002,1,0.929431,0.002228,0.068341,1,0.78992,0.10003,0.11005,1,0.9223,0.04683,0.03087,1,0.95018,0.0075,0.04215,0.00017,0.75771,0.24229,0.84595,0.15381,0.00024,0.93132,0.00147,0.06721,0.96941,0.00647,0.00135,0.02086,4.00E-05,0.00187,1,0.08249,0.07437,0.7372,0.05409,0.05185,0.002497,0.997503,0.043452,0.837895,0.095006,0.023647,1,0.05845,0.91754,0.021191,0.002819,1,0.680769,0.262231,0.011399,0.036345,0.009256,0.69174,0.30826,0.4863,0.279,0.041,0.1875,0.0062,0.60108,0.39892,0.21234,0.27662,0.07717,0.35943,0.07444,1,0.0089,0.0937,0.0764,0.2377,0.4961,0.0873,0.50686,0.49314,0.00362,0.02326,0.11655,0.11546,0.56903,0.17208,0.70844,0.29156,0.00558,0.098678,0.068961,0.826781,1,0.51452,0.11223,0.17146,0.1738,0.02799,1,0.14525,0.09151,0.15838,0.16672,0.09599,0.24391,0.09824,0.05542,0.01869,0.12758,0.12599,0.1706,0.31552,0.18621,1,0.0102,0.1114,0.2233,0.2733,0.2646,0.1172,0.51839,0.48161,0.0125,0.0089,0.1249,0.128,0.2413,0.1222,0.2873,0.0749,0.04288,0.95712,0.00971,0.00659,0.00339,0.14536,0.07676,0.24223,0.08585,0.32593,0.04629,0.05789,0.57213,0.42787,0.00096,0.02603,0.00908,0.04816,0.07139,0.18952,0.31687,0.33799,1,0.00129,0.00112,0.0223,0.2746,0.0438,0.218,0.2636,0.0966,0.0787,1,0.00106,0.00101,0.02417,0.06592,0.07853,0.11232,0.71699,0.00091,0.99909,0.00186,0.0025,0.8845,0.11114,1,0.27044,0.12023,0.23729,0.08763,0.1713,0.05716,0.05596,0.03073,0.14993,0.11241,0.13819,0.0738,0.26742,0.22752,0.4781,0.5219,0.00203,0.02181,0.148,0.20466,0.15652,0.24835,0.21864,1,0.00056,0.00095,0.02329,0.18889,0.25475,0.24896,0.2826,1,0.00139,0.01601,0.33503,0.22869,0.26978,0.1491,1,0.0012,0.0298,0.1409,0.2169,0.161,0.3203,0.13,0.971795,0.028205,0.00162,0.05206,0.18606,0.27297,0.13629,0.351,0.000123,0.999877,0.0012,0.26499,0.14314,0.30642,0.28426,0.35662,0.64338,0.0002,0.01598,0.01271,0.13337,0.16261,0.26444,0.4107,0.37272,0.62728,0.00014,0.00783,0.32967,0.33832,0.25242,0.07163,1,0.0015,0.0997,0.1687,0.231,0.1318,0.2986,0.0687,0.29524,0.70476,0.01997,0.18582,0.20563,0.58858,1,1,2.00E-05,0.24286,0.75712
