# Present solar system isotope abundance in atoms when Si=1E6 from Anders & Grevesse 1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1,H2,He3,He4,Li6,Li7,Be9,B10,B11,C12,C13,N14,N15,O16,O17,O18,F19,Ne20,Ne21,Ne22,Na23,Mg24,Mg25,Mg26,Al27,Si28,Si29,Si30,P31,S32,S33,S34,S36,Cl35,Cl37,Ar36,Ar38,Ar40,K39,K40,K41,Ca40,Ca42,Ca43,Ca44,Ca46,Ca48,Sc45,Ti46,Ti47,Ti48,Ti49,Ti50,V50,V51,Cr50,Cr52,Cr53,Cr54,Mn55,Fe54,Fe56,Fe57,Fe58,Co59,Ni58,Ni60,Ni61,Ni62,Ni64,Cu63,Cu65,Zn64,Zn66,Zn67,Zn68,Zn70,Ga69,Ga71,Ge70,Ge72,Ge73,Ge74,Ge76,As75,Se74,Se76,Se77,Se78,Se80,Se82,Br79,Br81,Kr78,Kr80,Kr82,Kr83,Kr84,Kr86,Rb85,Rb87,Sr84,Sr86,Sr87,Sr88,Y89,Zr90,Zr91,Zr92,Zr94,Zr96,Nb93,Mo92,Mo94,Mo95,Mo96,Mo97,Mo98,Mo100,Ru96,Ru98,Ru99,Ru100,Ru101,Ru102,Ru104,Rh103,Pd102,Pd104,Pd105,Pd106,Pd108,Pd110,Ag107,Ag109,Cd106,Cd108,Cd110,Cd111,Cd112,Cd113,Cd114,Cd116,In113,In115,Sn112,Sn114,Sn115,Sn116,Sn117,Sn118,Sn119,Sn120,Sn122,Sn124,Sb121,Sb123,Te120,Te122,Te123,Te124,Te125,Te126,Te128,Te130,I127,Xe124,Xe126,Xe128,Xe129,Xe130,Xe131,Xe132,Xe134,Xe136,Cs133,Ba130,Ba132,Ba134,Ba135,Ba136,Ba137,Ba138,La138,La139,Ce136,Ce138,Ce140,Ce142,Pr141,Nd142,Nd143,Nd144,Nd145,Nd146,Nd148,Nd150,Sm144,Sm147,Sm148,Sm149,Sm150,Sm152,Sm154,Eu151,Eu153,Gd152,Gd154,Gd155,Gd156,Gd157,Gd158,Gd160,Tb159,Dy156,Dy158,Dy160,Dy161,Dy162,Dy163,Dy164,Ho165,Er162,Er164,Er166,Er167,Er168,Er170,Tm169,Yb168,Yb170,Yb171,Yb172,Yb173,Yb174,Yb176,Lu175,Lu176,Hf174,Hf176,Hf177,Hf178,Hf179,Hf180,Ta180,Ta181,W180,W182,W183,W184,W186,Re185,Re187,Os184,Os186,Os187,Os188,Os189,Os190,Os192,Ir191,Ir193,Pt190,Pt192,Pt194,Pt195,Pt196,Pt198,Au197,Hg196,Hg198,Hg199,Hg200,Hg201,Hg202,Hg204,Tl203,Tl205,Pb204,Pb206,Pb207,Pb208,Bi209,Th232,U235,U238
27900000000,949000,386000,2720000000,4.28,52.82,0.73,4.22,16.98,9990000,111000,3120000,11500,23700000,9040,47600,843,3200000,7770,234000,57400,848000,107000,118000,84900,922000,46700,31000,10400,489000,3860,21700,103,2860,913,85000,16000,26,3516,0.44,253.7,59200,395,82.5,1275,2.4,114,34.2,192,175,1771,132,130,0.732,292,587,11310,1283,319,9550,52200,825000,19800,2520,2250,33700,12900,557,1770,449,361,161,613,352,51.7,236,7.8,22.7,15.1,24.4,32.6,9.28,43.4,9.28,6.56,0.55,5.6,4.7,14.7,30.9,5.7,5.98,5.82,0.153,0.999,5.15,5.16,25.7,7.84,5.12,1.97,0.132,2.32,1.64,19.41,4.64,5.87,1.28,1.96,1.98,0.32,0.698,0.378,0.236,0.406,0.425,0.244,0.615,0.246,0.103,0.035,0.236,0.234,0.316,0.588,0.348,0.344,0.0142,0.155,0.31,0.38,0.368,0.163,0.252,0.234,0.0201,0.0143,0.201,0.206,0.388,0.197,0.463,0.121,0.0079,0.176,0.0372,0.0252,0.0129,0.555,0.293,0.925,0.328,1.245,0.177,0.221,0.177,0.132,0.0043,0.124,0.0428,0.229,0.342,0.909,1.526,1.634,0.9,0.00571,0.00509,0.103,1.28,0.205,1.02,1.24,0.459,0.373,0.372,0.00476,0.00453,0.109,0.296,0.353,0.504,3.22,0.000397,0.446,0.00216,0.00284,1.005,0.126,0.167,0.225,0.101,0.197,0.0687,0.142,0.0477,0.0467,0.008,0.0387,0.0292,0.0356,0.0191,0.0689,0.0586,0.0465,0.0508,0.00066,0.00719,0.0488,0.0676,0.0516,0.082,0.0721,0.0603,0.000221,0.000378,0.00922,0.0745,0.101,0.0982,0.111,0.0889,0.000351,0.00404,0.0843,0.0576,0.0672,0.0374,0.0378,0.000322,0.00756,0.0354,0.0543,0.04,0.0788,0.0315,0.0357,0.000951,0.000249,0.00802,0.0287,0.042,0.021,0.0541,0.00000248,0.0207,0.000173,0.035,0.019,0.0408,0.038,0.0193,0.0324,0.000122,0.0107,0.0108,0.0898,0.109,0.178,0.277,0.247,0.414,0.00017,0.0105,0.441,0.453,0.338,0.0963,0.187,0.00052,0.0339,0.0574,0.0785,0.0448,0.1015,0.0233,0.0543,0.1297,0.0611,0.602,0.65,1.837,0.144,0.0335,0.0000648,0.00893
