H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
2.59E+10,2.51E+09,55.6,0.612,18.8,7.19E+06,2.12E+06,1.57E+07,8.04E+02,3.29E+06,5.77E+04,1.03E+06,8.46E+04,1.00E+06,8.30E+03,4.21E+05,5.17E+03,9.27E+04,3.76E+03,6.04E+04,3.44E+01,2.47E+03,2.86E+02,1.31E+04,9.22E+03,8.48E+05,2.35E+03,4.90E+04,5.41E+02,1.30E+03,3.66E+01,1.15E+02,6.10E+00,6.75E+01,1.07E+01,5.58E+01,7.23E+00,2.33E+01,4.63E+00,1.08E+01,7.80E-01,2.55E+00,1.78E+00,3.70E-01,1.36E+00,4.89E-01,1.57E+00,1.78E-01,3.60E+00,3.13E-01,4.69E+00,1.10E+00,5.46E+00,3.71E-01,4.47E+00,4.57E-01,1.18E+00,1.72E-01,8.56E-01,2.67E-01,9.84E-02,3.60E-01,6.34E-02,4.04E-01,9.10E-02,2.62E-01,4.06E-02,2.56E-01,3.80E-02,1.56E-01,2.10E-02,1.37E-01,5.81E-02,6.78E-01,6.72E-01,1.27E+00,1.95E-01,4.58E-01,1.82E-01,3.31E+00,1.38E-01,0.044,0.0238
