3He,4He,6Li,7Li,9Be,10B,11B,12C,13C,14N,15N,16O,17O,18O,19F,20Ne,21Ne,22Ne,23Na,24Mg,25Mg,26Mg,27Al,28Si,29Si,30Si,31P,32S,33S,34S,36S,35Cl,37Cl,36Ar,38Ar,40Ar,39K,40K,41K,40Ca,42Ca,43Ca,44Ca,46Ca,48Ca,45Sc,46Ti,47Ti,48Ti,49Ti,50Ti,50V,51V,50Cr,52Cr,53Cr,54Cr,55Mn,54Fe,56Fe,57Fe,58Fe,59Co,58Ni,60Ni,61Ni,62Ni,64Ni,63Cu,65Cu,64Zn,66Zn,67Zn,68Zn,70Zn,69Ga,71Ga,70Ge,72Ge,73Ge,74Ge,76Ge,75As,74Se,76Se,77Se,78Se,80Se,82Se,79Br,81Br,78Kr,80Kr,82Kr,83Kr,84Kr,86Kr,85Rb,87Rb,84Sr,86Sr,87Sr,88Sr,89Y,90Zr,91Zr,92Zr,94Zr,96Zr,93Nb,92Mo,94Mo,95Mo,96Mo,97Mo,98Mo,100Mo,96Ru,98Ru,99Ru,100Ru,101Ru,102Ru,104Ru,103Rh,102Pd,104Pd,105Pd,106Pd,108Pd,110Pd,107Ag,109Ag,106Cd,108Cd,110Cd,111Cd,112Cd,113Cd,114Cd,116Cd,113In,115In,112Sn,114Sn,115Sn,116Sn,117Sn,118Sn,119Sn,120Sn,122Sn,124Sn,121Sb,123Sb,120Te,122Te,123Te,124Te,125Te,126Te,128Te,130Te,127I,124Xe,126Xe,128Xe,129Xe,130Xe,131Xe,132Xe,134Xe,136Xe,133Cs,130Ba,132Ba,134Ba,135Ba,136Ba,137Ba,138Ba,138La,139La,136Ce,138Ce,140Ce,142Ce,141Pr,142Nd,143Nd,144Nd,145Nd,146Nd,148Nd,150Nd,144Sm,147Sm,148Sm,149Sm,150Sm,152Sm,154Sm,151Eu,153Eu,152Gd,154Gd,155Gd,156Gd,157Gd,158Gd,160Gd,159Tb,156Dy,158Dy,160Dy,161Dy,162Dy,163Dy,164Dy,165Ho,162Er,164Er,166Er,167Er,168Er,170Er,169Tm,168Yb,170Yb,171Yb,172Yb,173Yb,174Yb,176Yb,175Lu,176Lu,174Hf,176Hf,177Hf,178Hf,179Hf,180Hf,180Ta,181Ta,180W,182W,183W,184W,186W,185Re,187Re,184Os,186Os,187Os,188Os,189Os,190Os,192Os,191Ir,193Ir,190Pt,192Pt,194Pt,195Pt,196Pt,198Pt,197Au,196Hg,198Hg,199Hg,200Hg,201Hg,202Hg,204Hg,203Tl,205Tl,204Pb,206Pb,207Pb,208Pb,209Bi,232Th,234U,235U,238U
1030000,2510000000,4.2,51.4,0.612,3.7,15.1,7110000,79900,2120000,7780,15700000,5900,31500,804,3060000,7330,225000,57700,810000,103000,113000,84600,922000,46800,30900,8300,400258,3160,17800,72,3920,1250,78400,14300,22,3500,6,253,58500,391,82,1260,2,113,34.4,204,184,1820,134,128,0.7,285.7,569,11000,1240,309,9220,49600,778000,18000,2390,2350,33400,12900,559,1780,454,374,167,630,362,53,243,8,22,14.6,24.3,31.7,8.8,41.2,8.5,6.1,0.6,6.32,5.15,16.04,33.48,5.89,5.43,5.28,0.2,1.3,6.51,6.45,31.78,9.61,5.121,2.108,0.13,2.3,1.6,19.2,4.63,5.546,1.21,1.848,1.873,0.302,0.78,0.37,0.233,0.404,0.425,0.245,0.622,0.25,0.099,0.033,0.227,0.224,0.304,0.562,0.332,0.37,0.0139,0.1513,0.3032,0.371,0.359,0.159,0.254,0.236,0.02,0.014,0.197,0.201,0.38,0.192,0.452,0.118,0.008,0.17,0.035,0.024,0.012,0.524,0.277,0.873,0.309,1.175,0.167,0.209,0.179,0.134,0.005,0.122,0.043,0.226,0.335,0.889,1.486,1.585,1.1,0.007,0.006,0.122,1.499,0.239,1.19,1.438,0.527,0.429,0.371,0.005,0.005,0.108,0.295,0.351,0.502,3.205,0,0.457,0.002,0.003,1.043,0.131,0.172,0.231,0.103,0.203,0.075,0.147,0.049,0.048,0.008,0.041,0.03,0.037,0.02,0.071,0.06,0.0471,0.0514,0.0007,0.0078,0.0533,0.0736,0.0563,0.0894,0.0787,0.0634,0.0002,0.0004,0.0094,0.0762,0.1028,0.1005,0.1141,0.091,0.0004,0.0042,0.088,0.06,0.071,0.039,0.0406,0.0003,0.0076,0.0361,0.0556,0.0413,0.0821,0.0333,0.037,0.0011,0.0003,0.0081,0.029,0.0425,0.0212,0.0547,2.60E-06,0.021,0.0002,0.0363,0.0196,0.042,0.039,0.0207,0.0374,0.0001,0.0108,0.0086,0.0904,0.11,0.179,0.278,0.25,0.421,0.0002,0.01,0.42,0.431,0.322,0.091,0.195,0.001,0.046,0.077,0.106,0.06,0.137,0.031,0.054,0.129,0.066,0.614,0.68,1.946,0.1382,0.044,4.90E-07,0.0058,0.018
